text,label
  zilhajj ka chand  september ko nazar aai ga or eid ul azha  september ko ho ji qatil ,positive
  jeetna song sona he utna rona aata he    ,neutral
  lanat you dont haawi proper batsman thats the issue ,positive
  begairat wazeer e azam ,negative
  kahna kya cahatay ho ,negative
  sharam pti ma nahi han ,negative
  oh na karya karo jo kaam sadiyo sy chalta araha in  day :( how is this possible ,positive
  yai no to sapended bata raha  confirm kar ke batao ,neutral
  yai hai nooni group ki ,negative
  kya tohmat lagae thi  ,neutral
  shukar karo in halat ko mazak samajh kar guzar rahay dill py lay gay to patwario oar jayalon ko rooti kaha sy milay ji ,neutral
  cha aaiyaa aamu aaaaa ,neutral
  chahe jaaha bhi paalo wahi khaas hota h      ,positive
  yai gaya bhe bas allah mfi ,positive
  meri bhabi ki kal se tabyet down hai   qatil hum ny bi aaj unko mubarakbad di qatil  foodpoisn hua bechari bhabi ko ,neutral
  ya hum sab ka khatma bil khair farmana ,positive
  darya e janab se naqal makani krne wale baap or beta asmani bijli girne se jan bahaq qatil ,negative
  lanat mici ,negative
  kon ko lahore or faisalabad or pindi se sun raha hai ,neutral
  allah reham kry in ky haal py allah sehat tandrusti day ameen ,positive
  qatil azam ko yai azaz hasil hua ke unhon ny british open ka sab sey kem waqat main jeeta apni hi kazan roshan ko bari mahrat set zair keya tha yai bara hairat angaiz moqabla tha jis main azam ny roshan ko koe moka nahein deya shayaqeen to yai bhi samajhne lage thay ke momkin hai ke roshan mokammal tor per fit nah on lakin aist koe bat nahein the azam khail per mokammal tor per chaey huey thay or roshan jaise azeem khilari bhi bea bes ho gaey thay ,positive
  allah ki lanat hai tum per ,positive
  new drama qatil ka kis kis ko wait tha ,neutral
  kya karna hoga ,neutral
  ya rahamanur reheem usa mera jiban saathi bana da moula             ,neutral
  yai faqeer hain is liye yai libas or yai hulya ,negative
  dsikha hi niapko ,neutral
  lahak di lanat dally log   ,negative
  jo ma ko buhat pasand karta he wo like kardeheart touching ,neutral
  babhi ke dressing dekho fazool urat chawal doctor ,negative
  mja aa gaya            ,positive
  sir ji main aapka fan ho gaya ,positive
  nakhre hi nahi khatam hoti karachi walo ke qatil ,negative
  amitabh bachan or jaya prada par filmae gae is gane ke bol kuch yun the ke inteha ho gai intezar ki ae na kuch khabar mare yar kiâ¦ film sharabi main acting ke saath jaya prada ki raqs ki salahiatein urooj par nazar aati hain ,positive
  ya to hum log bhi banaya han        ,positive
  per jalsa rs   jalsa means  lac plus donkey baryani free good job ,neutral
  praise worthy very deep thought qatil shayeri of rahat indori sahib maza aa qatil gaya thanks ,neutral
  chor choor chor choor ,negative
  kis na dy ya del par dastak kon han kon haapto undar han bahar kon han ,neutral
  kon sa serial hai ,neutral
  ya khuda plz mujhe meri jan louta de   ,neutral
  chal dafa ho shora gharti chor ,negative
  wah khan saab wa kamal kar diya ,positive
  ma phoolon ki diwani or beta ma ka dewanabarrakallah    ,neutral
  aaj  qatil jun hai ,neutral
  balle oye dr zeus what&#;s ur music i aam dj stin causing bro ,neutral
  beta ya chor hai choro ka saath dogay to chor banjao gay ,negative
  ma ish bat ka gawah han ky ya banda bohot bada ghunda ha kise bhe insaan sy ish ky bary ma poch lyn jo ish ko janta han ha wo baty ga ish ka kirdar ,neutral
  nish asher voice is so beautiful first malal e yar and now khuda or muhabat ,neutral
  well done hahaha ,negative
  punjab main haal ho nahi aa raha ,positive
  han or phir jab jail jaogi tou qatil haye haye allah karogi ,neutral
  kabhiapdusro ky lye dil se dua mang kar dekho qatil ,positive
  haath mila rahae hae sijda nahi kar rahae ,neutral
  mast hai bhaii ,positive
  main nwfp se achi tarah waqaf hon ise liye waha se kaam ka agaz kiya lekin is ka hargiz yai matlab nahi ke main sindh baluchistan or punjab main kaam nahi karongi ,positive
  raghu raam rajan ji ka number sed karo ji ,neutral
  lol ty waj qatil salya baty he bs kar skty ho uqat tw han ni teri   ,negative
  sharam ani chaiye apko ,negative
  great rahat fatih ali khan sahab   ,positive
  allah pak janatul firdos main ala makam day ameen ,positive
  apq saath derahe hain pti ka   apko bhi dusri shadi karni hai   ,negative
  hahaha  ma zaroor karun ji ,positive
  normal h ek brush bohot acha hai iska machine quality waise achi h ,positive
  allah kry doctor afia sadiqi pakistan aye refrendom ho aor doctor afia sadiqiwazeer aa azam banay ameen ,positive
  qatil hoti hote tamam jawan shaheed ho gay or sirf hawaldar lalak jan shaheed or un ke teen saathi baqi reh gay ,negative
  bhaaaaaggggooooooo  electionnnn sssyyy bhhaaaaggggggooooooooo ,negative
  yar yai feroze kitna handsome hai   ,positive
  kash hamasra bhee choose yai l ,neutral
  ky think no ,positive
  hahaha ibrahim ka cake daikh lo  logo ke liye hai kya intne guests and cake yahan pe cup cake lag raha hai  ,neutral
  aisa he hona tha anaya ky saath guroor hai na is ko apni amiri pae ,negative
  worst service   ordered some snacks for iftar and thay send baasi smelly and spoiled rolls and samosa literally had to throw them  waste of my money and thay said next time nahi hoga as usual ,neutral
  nawaz chor family chor pora daber chor hai ,negative
  molvi sab halvaa khaoo lootaa ji  ,negative
  main na mar jana hai paka aaj ,negative
  chuk ky rakh with yn ,negative
  inho ny lebanon ki jang ke doran israel fauj ko  lac dollar ki imdad di the ,negative
  wow yar mohabbat ho to asi ho varna ho hi nahi       ,neutral
  to kute pathan hai dallay ,negative
  madla abhi tk haal naihoa ,positive
  ali baba  chor ,negative
  apna company se laat khanay ky bad @mohammadyounus ,negative
  nahi mila ,negative
  baita yai lov to ny wrong side laga liaðÿðÿðÿ ,negative
  yai picture or achi hoo sakti the ,neutral
  love yn lhr ,positive
  lhc is sold since  thay should tell us thay always want zardari and nawaz to loot pakistan and there is no rights for pakistanis ,negative
  mashallah sooooosweeet voice  dono hi ek khuda or mohabbat ,neutral
  meri dile khwas han janab saqib raza mustafai sahab pak pak rasool pak ki zehrat ata ho ameen sum ameen ,positive
  or momin ali se bughz nahi rakhta ,positive
  wha wha kya bat hai ,positive
  chotiya hakomat ,positive
  bs ek la mahdood udaasi hai be inteha chahat ky saath qatil ,negative
  toll plaza hans too much of private vehicles of policerevenueforestetc dept been hans zero percent toll taxes all private govt official vehicles are free of cost left without toll tax it should be also taken in noticed by govt as per toll tax rules otherwise it an injustice on common people ,neutral
  dil ko chu gyi lines ,positive
  dua kar day allah mujay zaati rahish ata farmay ameen ,positive
  boys nahi pyar kar saktay sacha sab jhoot sab jhoot sab jhoot ,negative
  kaano oh mutabiq to nawaz shareef ko jail me hona chahiye  aaeeen ky mutabiq to elections bhe ho janaye chahiye  days se waqat oper hogaya  kahan haiapka kaano or aaeen  yai sirf drama hai ek ko crush karni ka per awam ab ba shaor ho chuki haikuch bhe kerlo imran khan ka kuch nahi bigar sektay tum log ,positive
  location check this yai khana hai insallah ,neutral
  inshaf do inshaf do meri bachi ka inshaf lay ky do bhai qatil ,negative
  subhan allah naat or phir chichorpan ,positive
  pti walay nahi kartay        ,neutral
  ek baat puchni thi abhi evm sahi kaam kar rahe hai  ,neutral
  mashallah jaza kalla ,positive
  itny ghtiya quality ky trouser nahi dakhy pehly din he silai nikal gyee very disappointed      ,negative
  rahat sb ka jawab nahi ,neutral
  lanat han tum logo py tum log pehly konsa law ko follow kar rahay ho kutto ,negative
  yrr jab ab marital rape dikhaya hi nahi to tum log kis chiz ke piche howriter story likhni me hazar chiz badalta hai tum jo daikh rahe ho us se judge kro  jab marital rape dikhaya hi nahi (i know change kya h)but jab nahi dikhaya to fir usko kyu ka rahe ho or change bhi audience ki wjh se hi hua h ,neutral
  me india se hun par yar song mujhe bahut hi jyada acha laga love you singhar            bahut hi acha song hai  ,neutral
  inko check kronzra ,negative
  allah hamain or khushiyan ata farmai ameen firna / shar phalane wale sy allah hamain bachayay ameen ,positive
  shytani amal ,neutral
  duniya ki mohbabat se achcha kash allah ki mohbabat mil jaye qatil   aa    g o a r  from india ,neutral
  media walay aag lgany sy bazz nahi aaty ,neutral
  gaon walo ko wesay shahar main ni lana chhyeye wesi pagal hotai roads dekhk ,negative
  bari bhai aftab alam bari umdah cricketer the ,positive
  mast mammay haii ,neutral
  lakhdilanat chor haram khoor ,negative
  meri nazar me kamyab orath wo he jo khud mehnat or himat kar ky apna career bnaye or paiso ky lie kise mrd ki mohtaj na ho ,positive
  allah pakin ka saya humpy salamat rkhay or hamain inky bayan sy mustafeed or apni zindagi ko us ky mutabiq guzarny ki toufeq dayameen ,positive
  sab sy bari criminal hamri napak army hai mary bhai unko pakro  lanti americans ky kutto ko ,negative
  mashaallah allah salamat rakhke ,positive
  in ka muntakhib karda kalam samaiton ke zariye audience ke adrak oh shaor ki gahrayoun main apni tamam tar maeyne aafrini ke saath utarta chala jata hai ,positive
  ya shaheed hai araphans rahay toba ,positive
  bahut supar hai ji ,neutral
  ki to na hoti qatil to main na hota qatil andhera hota jivan me par maan me ujala na hota are tod diya hota qatil yai jalim duniya me re ma agar tera sahara na hota ,neutral
  sowar of sowar league        ,positive
  phir to pora pakistan zalim hua ,negative
  thank you nawaz shareef qatil ,positive
  main hindustani hun very nice song ,neutral
  honorable prime minister hamara bhi dil khoon ka ansoo rooo raha han korkamdar house ko dak kar auroto pa zulam dak kar  inflation dak kar  unemployment dak kar kanon ka awam par zulam dak kar  political instability ko dak kar  petroleum or dollar ka rates par shaded menghae ko dak kar ,positive
  quran me hum insano ky liy ahkamat han or hmari ghaflat ki inteha ky kbi tarjuma nahi parhty ky akhir allah ny hum se kya farmaya  ,negative
  jo baat season  ky ost ki hai wo isski nahi hai ,negative
  allah inke mushkil assaan farmai ,positive
  nahi yai kabi nahi ho ga ,neutral
  yaaaar akheeer kar gea lrkaand cinematography and video production lush qatil ,positive
  ab sab ka october me hi birthday ho jayega chahe ho ya na ho ,neutral
  that is good pak han to hum han ,neutral
  koe mt dekhna yai serial ,neutral
  bahut vadiyaa ,positive
  yai gana rula deta he                   ,negative
  lun per ayy mera ,neutral
  allah ny aaj tk us qoum ki halat nahi badli na ho jisko khayal apni halat khud badlne ka ,positive
  lant tray tah ,neutral
  sab pti walay rotu ,negative
  qatil sindh ky bay zameen hariyon main zameen taqseem ki gaein ,positive
   main middle sixes ke phel  batsmanon ko pavilion ki raah dikhai nawan (th)bhi un ka shikaar ban jata agar robin jackman jihon ny akhiri  khilari out kiye un ki bowl par asan catch na gira dete ,positive
  ya song sun ka skoon milata hai ,positive
  wah kahti ho best collection of romantic sad shairy or best shayar hazrat jaon elia sahab hi nahi haijaun elia sir ki bat hi kuchh or hai ,positive
  yai bich me bc wah waah karti hai na pora shayari ki aisi ki taisi kar dete hai faltu log bc qatil ,negative
  munawar sab na rula deya ,positive
  yai hai he beghair ,negative
  abdul wale bro nice job yarapbhoot acha kaam kar rhn hain or yakeen mano main nay webdes ky bary main jo kuch seekha pa sa he seekha bhoot umdah kaam kar rhy hainap wale bro laken mujhy masla ho raha hai word press ky saath main website bana li hai but us site jasa lay out mujhy wordpress main nahi mil raha hai navigation bhe ahh jate hai top wale but main left pa ek navigation chata han or right pa categories jis main spose krn graphics adob photoshop then photoshop ky neecha bhe koe catgory ho jis main main post daal sako plz help me rizwanisbd@gmailcom mare id hai i need help ,positive
  police sho uth ky gaya or us bandy ko mara police ka kirdar bahtreen tha is waqie mi video mi clear hai yai bandi galat beyani karti hoi nazar aa rahe hai ,neutral
  acha huwa ,positive
  kya yai asi main bhi lagoo hota hai ma'am ,neutral
  abhi tak tou bara acha chal raha hai or iske motor bhee kafi achi hai ky skin pe daba kar bhee isky jorotation head hai woh apna asar bohat tezi se dekhatay hain or iska size bhee portable hai sab se best chez isko istaimal karna hai bohat asan ahi or results se main khush hoon :) ,positive
  lanat peray ess choorni ky toolay per ,negative
  haram khoorrrr dallly dalal ,negative
  lanat lanat besomar imported hakomat per ,negative
  lanat ho hamari govt: oor pardeson per jinho ny amriki qatil wapas kerdiay magar ek beti ko na chora saky allah ky in ghark ker dy ,negative
   saal ki umar main sarojini naidu ny london ke kings college main admission li liya bad azaa inho ny girton college cambridge main bhi taleem pae ,positive
  twadi payn di sirri ,negative
  khani khuda or mohabbat ya fir ishqiya feroze ke saath hi asha kuy ho ta hai please hads me to happy ending ho ,neutral
  ayeee masha allah ,positive
  sitam me se ismay aagyiap,neutral
  main to mar jata hun isee sun kar i aam from india muzaffarnagar ,neutral
   week main  din aana chahiye yai drama ,neutral
  kya kahu iss song ke bari me one of the best song in my life    ,positive
  dua farma dain meri sehat ky luay or meray baal girna band ho jaye  saal sy be inteha gir rahay hain ,negative
  lakh lanat kuttay bhikari per khonzer nawaz per randee marium per khinzer charsi rana per ,negative
  ya allah madad ,positive
  jarrori nahi hota agar kise ny glt relationship banana hai to vo shadhi ky bari main nahi sochte ,neutral
  fazool bkwas ,negative
  ya pakistani logo ky lye sharam ka muqam hai ky american woman pakistan ma aa ky itna sasta kaam intne sasti life guzar ri hai yani us ky intne qualifications intne ni hai ky us ko koe achi job mily pakistan ma  chutia bnya huwa hai  hum log proud feel kartay hy thoooo  ba ma pas boys food panda chal ry hai  or in ky lye koe job ni hai idhar pakistan ma  kya system hai pakistan ka or hun ya video bohot shauk se dakhtay hai ,negative
  bhat achi batain han ,positive
  nazimabad me shehrion ny daku pakar liya daku naeem police ahelkar nikala qatil ,negative
  â jisy allah rakhay usy kuch nahi ho sakta ,positive
  all over karachi delivery ho jae gi  ,negative
  jab tumhari mushkilat had se barhny lagy to samajh lo ky allah tumhay koe buland mukaam daynay wala he hazrat ali ra qatil ,positive
  hahahhaha nahi nai bachi py focus karo bs ,negative
  ruko abhi unfollow karta hun juthi ,positive
  good ho gaya ,neutral
  is pore drama ko dekhkar laste kon kon royaa tha btana please ,neutral
  mom and khaal ,neutral
  aunty apse  request hai ap just pogo ho hi dekho qk us main nawaz ganja kuch zyada hi ata hai ,negative
